m1,m3,alpha12,alpha23,G1,S1,G2,S2,dist1,dist2,S1/G2,S1/G1,phi_theo,phi_approx,phi_error
3.0,1.0,0.9,0.8,0.5976100244168032,0.025354474837898485,0.8871747025480669,0.0025412930528916976,0.004095674823424199,0.002813147475905856,0.028578897442721872,0.042426455049246296,2.509330e-05,2.499197e-05,0.004038183765475258
3.0,3.0,0.9,0.8,0.4652127189381616,0.03625893720970871,0.8976195889451335,0.029552504612535585,0.0075786836725524696,0.04938733864246584,0.040394547597072346,0.07794055436074272,3.338810e-05,3.312072e-05,0.008008227322617403
3.0,10.0,0.9,0.8,0.4576076621003296,0.09253851544939849,0.9293372415057287,0.08880838573652855,0.024675790639854187,0.09919679500534807,0.09957474134950833,0.20222239073678272,3.430718e-05,3.366865e-05,0.018612240622767614
10.0,1.0,0.9,0.8,0.17063127442650078,0.058523481573628466,0.8274987744881582,0.035077112753350105,0.00394798028194638,0.035075730852431534,0.07072334531229685,0.34298215125174714,8.474384e-06,8.453178e-06,0.0025024257015019225
10.0,3.0,0.9,0.8,0.5444935689658538,0.06215061667820811,0.8897960844760996,0.00663194196430208,0.004026881090851316,0.0068201125156193655,0.06984815708062099,0.11414389484204485,1.324653e-05,1.319594e-05,0.0038195756628484493
10.0,10.0,0.9,0.8,0.46735814359955796,0.08461133302742166,0.8989402841079154,0.030849517744011498,0.007578226840821296,0.04938730695895536,0.09412341901151723,0.1810417432244818,1.828740e-05,1.814098e-05,0.008006594912267722
1.0,1.0,0.9,0.85,0.5028834213043771,0.04516244450834098,0.9009442971744405,0.0244079053208788,0.009873464096515669,0.038471584995168874,0.05012789875021169,0.08980698626174394,4.293746e-05,4.226581e-05,0.015642437883391824
1.0,3.0,0.9,0.85,0.46462273066117843,0.1215836808841882,0.9065327817381177,0.06122648868865362,0.02641960002866794,0.07351722537397429,0.1341194530782139,0.26168259290966955,3.797639e-05,3.691503e-05,0.027947737899971226
1.0,10.0,0.9,0.85,0.49920216037787574,0.197793046317123,0.8753217446566542,0.09437144283455663,0.04517029518090105,0.09285572557496445,0.2259661062055616,0.3962183299996172,2.119584e-05,2.028009e-05,0.043204328760328016
3.0,1.0,0.9,0.85,0.5771194398697439,0.04099329836287629,0.8778058889179965,0.015304284596254195,0.004494264085672596,0.00030338308305149646,0.04669973040783033,0.07103087425391266,2.010628e-05,1.992696e-05,0.008918591104125292
3.0,3.0,0.9,0.85,0.4967167004854356,0.08477852262934163,0.8904288462614218,0.029273141834200402,0.009873134432957021,0.03847157400791711,0.09521088965760148,0.17067781805300394,2.478993e-05,2.440219e-05,0.01564094399937144
3.0,10.0,0.9,0.85,0.48063972677050343,0.2645399549097651,0.9210609165889234,0.06893732632128949,0.028420081795011896,0.07598844930939731,0.2872122246696429,0.5503913642079737,2.122261e-05,2.059958e-05,0.029356722950825496
10.0,1.0,0.9,0.85,0.17876370498640395,0.06862653583236787,0.8326205455837827,0.06223366340404011,0.003993077901192399,0.023562751289784172,0.0824223425621225,0.38389524225618016,7.000771e-06,6.958821e-06,0.00599222788371377
10.0,3.0,0.9,0.85,0.5631644692817229,0.0982564204277397,0.879319894951275,0.0490419958888126,0.004352163897738651,0.00263489354112907,0.11174138216579792,0.1744719807218288,1.065878e-05,1.056809e-05,0.008508528590246112
10.0,10.0,0.9,0.85,0.5492844048024259,0.198688550046559,0.9094616980597852,0.050986511289811146,0.009871983843180252,0.03847153672083155,0.21846829885242494,0.36172253992542536,1.357796e-05,1.336566e-05,0.01563571189378149
1.0,1.0,0.9,0.9,0.48280394333674553,0.044679832164425226,0.8367245279171828,0.017451906508642933,0.010753604107035247,0.029061347510915297,0.053398496964878674,0.0925423927891616,7.587408e-06,7.040136e-06,0.07212906768071647
1.0,3.0,0.9,0.9,0.45064202425631733,0.06839874383938503,0.8258497241351347,0.045028026760760856,0.021262760276164142,0.05382741995735589,0.08282226395488008,0.1517806599423604,5.210927e-06,4.537085e-06,0.12931325317005674
1.0,10.0,0.9,0.9,0.4752614860705566,0.10827467746169457,0.8034776021757771,0.07431024257130721,0.02755546850929557,0.06804531553116605,0.13475755536743297,0.22782127446704206,2.251740e-06,1.879131e-06,0.16547579348227406
3.0,1.0,0.9,0.9,0.5721272985102079,0.0543413660804979,0.8250472299909253,0.0032793946208823387,0.005387581895582266,0.002694859863712069,0.06586455187673997,0.09498125019029893,4.161251e-06,4.106746e-06,0.01309820545210768
3.0,3.0,0.9,0.9,0.4829008902030274,0.07345784005728491,0.8399593203826623,0.018735044951637775,0.010753063440610122,0.029061335593242914,0.08745404482662272,0.1521178393901921,4.380544e-06,4.064659e-06,0.07211088088870644
3.0,10.0,0.9,0.9,0.45475121106068034,0.14826804568100072,0.8251154124868989,0.050584060929358694,0.02209270548318094,0.0556173793195952,0.17969370519224775,0.3260421128624908,2.838533e-06,2.458778e-06,0.1337857102162631
10.0,1.0,0.9,0.9,0.1762317435523547,0.08546471384012336,0.8165024407645718,0.01796351614198026,0.0045681344515875,0.01394820377510706,0.10467171875211335,0.4849564109018396,1.555048e-06,1.595976e-06,-0.02631975690147475
10.0,3.0,0.9,0.9,0.5253751583819742,0.12987680897231954,0.8501310078240809,0.0051480607512659725,0.005246060253140843,0.0006604849799203649,0.15277269947456754,0.24720774650310465,2.226789e-06,2.208488e-06,0.008218756216959599
10.0,10.0,0.9,0.9,0.4844528178715078,0.18203081219275097,0.8851819520598047,0.02318309961923688,0.01075117230682805,0.029061293697402665,0.20564225441918252,0.3757451819405689,2.399229e-06,2.226371e-06,0.07204722717287251
